name, starred_at, full_name, owner_name, owner_avatar_url, description, homepage, stargazers_count, forks_count, open_issues_count, license_name, topics, created_at, updated_at, pushed_at, archived
"timsy","2022-06-11T14:14:37Z","christianalfoni/timsy","christianalfoni","https://avatars.githubusercontent.com/u/3956929?v=4","Agnostic functional state machine with epic type support",,53,3,1,"MIT License","","2022-05-07T16:59:27Z","2022-09-03T10:38:36Z","2022-07-18T10:22:02Z",false
"schema-visualizer","2022-06-11T13:36:06Z","Orbifold/schema-visualizer","Orbifold","https://avatars.githubusercontent.com/u/2377906?v=4","Allows to visualize GraphML created by yEd.",,1,0,0,"MIT License","","2022-06-09T06:45:46Z","2022-06-11T13:36:06Z","2022-06-09T13:25:04Z",false
"basic-pitch","2022-06-04T12:10:20Z","spotify/basic-pitch","spotify","https://avatars.githubusercontent.com/u/251374?v=4","A lightweight yet powerful audio-to-MIDI converter with pitch bend detection","https://basicpitch.io",1012,35,8,"Apache License 2.0","audio, lightweight, machine-learning, midi, music, pitch-detection, polyphonic, python, transcription, typescript","2022-05-03T09:10:03Z","2022-09-03T09:34:05Z","2022-08-30T16:06:16Z",false
"remix-todomvc","2022-06-04T12:08:37Z","kentcdodds/remix-todomvc","kentcdodds","https://avatars.githubusercontent.com/u/1500684?v=4",,"",154,11,1,"Other","","2022-04-19T02:48:51Z","2022-09-02T07:43:37Z","2022-08-17T15:20:57Z",false
"sqitch","2022-06-03T10:39:34Z","sqitchers/sqitch","sqitchers","https://avatars.githubusercontent.com/u/39769179?v=4","Sensible database change management","https://sqitch.org/",2446,203,71,"MIT License","exasol, firebird, mysql, oracle, postgresql, snowflake, sqitch, sqlite, vertica","2012-01-27T07:47:06Z","2022-08-30T11:49:50Z","2022-08-30T02:22:12Z",false
"batnoter","2022-06-02T12:12:34Z","batnoter/batnoter","batnoter","https://avatars.githubusercontent.com/u/106804252?v=4","An open source, markdown-based, self-hosted note taking webapp.","https://batnoter.com",1729,81,20,"MIT License","container-ready, contributions-welcome, git, github, markdown, mui, note, note-app, note-taking, notes, productivity, react, reactjs, typescript, webapp","2022-03-11T06:59:14Z","2022-09-03T10:23:19Z","2022-06-26T15:06:34Z",false
"datastation","2022-06-01T12:59:23Z","multiprocessio/datastation","multiprocessio","https://avatars.githubusercontent.com/u/85761715?v=4","App to easily query, script, and visualize data from every database, file, and API.","https://datastation.multiprocess.io",2471,83,31,"Other","apache2, cockroachdb, data-analysis, data-visualization, database, julia, log-analysis, mariadb, mysql, nginx, nodejs, postgresql, python, rstats, ruby, sql, sql-editor, sql-server, sqlite3, syslog","2021-06-11T19:29:06Z","2022-09-03T08:42:00Z","2022-09-01T08:52:59Z",false
"y-pojo","2022-05-31T21:36:56Z","boourns/y-pojo","boourns","https://avatars.githubusercontent.com/u/699550?v=4","Syncronize a YJS document to/from a plain old javascript object",,14,0,0,"MIT License","","2022-05-26T14:01:54Z","2022-09-02T16:07:20Z","2022-06-24T14:29:16Z",false
"froebel","2022-05-31T21:36:12Z","MathisBullinger/froebel","MathisBullinger","https://avatars.githubusercontent.com/u/26855066?v=4","A strictly typed utility library.","https://www.npmjs.com/package/froebel",868,15,1,"ISC License","deno, functional-programming, javascript, typescript, utility-library","2021-08-06T01:10:50Z","2022-08-28T21:42:07Z","2022-08-14T11:24:58Z",false
"awesome-db-tools","2022-05-30T21:53:14Z","mgramin/awesome-db-tools","mgramin","https://avatars.githubusercontent.com/u/487470?v=4","Everything that makes working with databases easier","",2286,185,85,"Creative Commons Zero v1.0 Universal","awesome, awesome-list, cross-database, database, database-management, ide, monitoring, sql-client, visualization","2018-05-18T16:01:34Z","2022-09-03T09:32:15Z","2022-08-23T10:37:57Z",false
"dragonfly","2022-05-30T21:52:53Z","dragonflydb/dragonfly","dragonflydb","https://avatars.githubusercontent.com/u/104819355?v=4","A modern replacement for Redis and Memcached","https://dragonflydb.io/",11531,266,36,"Other","cpp, fibers, memcached, multi-threading, redis","2021-12-11T10:00:42Z","2022-09-03T15:39:36Z","2022-09-03T06:42:32Z",false
"dioxus","2022-05-30T00:39:38Z","DioxusLabs/dioxus","DioxusLabs","https://avatars.githubusercontent.com/u/79236386?v=4","Friendly React-like GUI library for desktop, web, mobile, and more.","https://dioxuslabs.com",4665,139,74,"Apache License 2.0","android, css, desktop, html, ios, native, react, rust, ssr, ui, virtualdom, wasm, web","2021-01-15T01:57:26Z","2022-09-03T08:03:02Z","2022-09-03T04:06:10Z",false
"rustdesk","2022-05-30T00:27:36Z","rustdesk/rustdesk","rustdesk","https://avatars.githubusercontent.com/u/71636191?v=4","Open source virtual / remote desktop infrastructure for everyone! The open source TeamViewer alternative. Display and control your PC and Android devices from anywhere at anytime.","https://rustdesk.com",28581,2517,306,"GNU Affero General Public License v3.0","anydesk, flutter, flutter-apps, flutter-desktop, flutter-examples, flutter-mobile, flutter-ui, flutter-web, frp, p2p, parsec, rdp, remote, remote-access, remote-control, remote-desktop, rust, scrcpy, teamviewer, vnc","2020-09-28T15:36:08Z","2022-09-03T15:26:09Z","2022-09-03T10:16:58Z",false
"egress","2022-05-29T19:11:13Z","livekit/egress","livekit","https://avatars.githubusercontent.com/u/69438833?v=4","Export and record WebRTC sessions and tracks","https://blog.livekit.io/livekit-universal-egress-launch/",57,12,7,"Apache License 2.0","","2022-02-11T04:32:38Z","2022-08-28T01:01:51Z","2022-09-02T18:53:08Z",false
"payload","2022-05-29T18:35:55Z","payloadcms/payload","payloadcms","https://avatars.githubusercontent.com/u/62968818?v=4","Free and Open-source Headless CMS and Application Framework built with TypeScript, Node.js, React and MongoDB","https://payloadcms.com",7130,282,15,"MIT License","api, cms, content-management, content-management-system, dashboard, express, graphql, headless, headless-cms, javascript, mit-license, mongodb, nodejs, open-source, payload, payloadcms, react, typescript","2021-01-05T18:49:45Z","2022-09-03T15:44:34Z","2022-09-02T21:56:30Z",false
"neon","2022-05-29T12:33:47Z","neondatabase/neon","neondatabase","https://avatars.githubusercontent.com/u/77690634?v=4","Neon: Serverless Postgres. We separated storage and compute to offer autoscaling, branching, and bottomless storage.","https://neon.tech",4286,97,322,"Apache License 2.0","database, postgres, postgresql, rust, serverless","2021-03-26T14:20:47Z","2022-09-03T11:50:23Z","2022-09-03T15:45:55Z",false
"chakra-ui-vue","2022-05-28T16:19:15Z","chakra-ui/chakra-ui-vue","chakra-ui","https://avatars.githubusercontent.com/u/54212428?v=4","⚡️ Build scalable and accessible Vue.js applications with ease.","https://vue.chakra-ui.com",1606,129,53,"MIT License","a11y, accessibility, chakra-ui, composition, design-system, library, ui, vue, vuejs, vuejs-components, wai-aria","2019-08-11T17:53:59Z","2022-09-01T18:41:29Z","2022-07-20T16:43:41Z",false
"zag","2022-05-28T11:55:51Z","chakra-ui/zag","chakra-ui","https://avatars.githubusercontent.com/u/54212428?v=4","Finite state machines for building accessible design systems and UI components.","http://zagjs.com",1416,38,3,"MIT License","a11y, accessibility, fsm, headless, react, solid, state-machines, ui, ui-components, ui-kit, vue, xstate","2021-07-07T11:38:07Z","2022-09-03T13:10:51Z","2022-09-03T11:45:16Z",false
"fiddle","2022-05-28T11:28:55Z","electron/fiddle","electron","https://avatars.githubusercontent.com/u/13409222?v=4",":electron: 🚀 The easiest way to get started with Electron","https://electronjs.org/fiddle",6718,652,76,"MIT License","desktop, electron, hacktoberfest, javascript","2018-06-07T10:52:57Z","2022-09-02T11:09:36Z","2022-09-01T01:39:03Z",false
"wundergraph","2022-05-26T23:12:44Z","wundergraph/wundergraph","wundergraph","https://avatars.githubusercontent.com/u/64281914?v=4","Serverless API Gateway for GraphQL, REST, gRPC, Kafka and more with a focus on API Composition & Integration.","https://wundergraph.com",540,25,25,"Apache License 2.0","api, api-gateway, api-infrastructure, api-integration, api-management, go, golang, graphql, graphql-api, grpc, microservices, microservices-architecture, nextjs, postgresql, rest, rest-api, restful-api, typescript, wundergraph","2022-05-24T14:45:44Z","2022-09-03T14:29:44Z","2022-09-02T20:54:06Z",false
"obliterator","2022-05-25T21:04:55Z","Yomguithereal/obliterator","Yomguithereal","https://avatars.githubusercontent.com/u/2571951?v=4","Higher order iterator library for JavaScript and TypeScript.","",40,2,4,"MIT License","iterator","2017-04-28T13:39:32Z","2022-08-17T08:01:24Z","2022-05-03T17:04:40Z",false
"mnemonist","2022-05-25T12:27:47Z","Yomguithereal/mnemonist","Yomguithereal","https://avatars.githubusercontent.com/u/2571951?v=4","Curated collection of data structures for the JavaScript/TypeScript language.","https://yomguithereal.github.io/mnemonist",1950,97,57,"MIT License","data-structure","2016-10-22T15:53:07Z","2022-09-01T21:59:25Z","2022-08-30T19:52:06Z",false
"flux-machine","2022-05-25T12:26:26Z","gkiely/flux-machine","gkiely","https://avatars.githubusercontent.com/u/1948935?v=4","Spec compliant finite state machines using JSX and chainable methods","",24,1,0,"MIT License","","2022-05-22T02:41:11Z","2022-06-10T20:08:20Z","2022-06-03T23:31:44Z",false
"videogrep","2022-05-24T05:29:34Z","antiboredom/videogrep","antiboredom","https://avatars.githubusercontent.com/u/344861?v=4","automatic video supercuts with python","https://antiboredom.github.io/videogrep",2934,223,7,"Other","","2014-05-27T04:11:50Z","2022-08-31T23:51:03Z","2022-07-12T14:36:58Z",false
"awesome-milkdown","2022-05-22T16:22:09Z","Saul-Mirone/awesome-milkdown","Saul-Mirone","https://avatars.githubusercontent.com/u/10047788?v=4","🍼 A curated list of awesome things related to Milkdown",,42,5,0,"MIT License","","2021-06-27T04:08:51Z","2022-08-31T04:09:34Z","2022-08-18T16:21:41Z",false
"vue-command","2022-05-22T14:51:05Z","ndabAP/vue-command","ndabAP","https://avatars.githubusercontent.com/u/8510570?v=4","A fully working, most feature-rich Vue.js terminal emulator","https://ndabap.github.io/vue-command",190,42,45,"MIT License","bash, cmd, javascript, shell, terminal, vue, vuejs","2019-01-26T11:40:20Z","2022-08-16T16:02:28Z","2022-09-01T04:19:29Z",false
"client-zip","2022-05-22T14:01:31Z","Touffy/client-zip","Touffy","https://avatars.githubusercontent.com/u/665732?v=4","A client-side streaming ZIP generator",,149,12,8,"MIT License","client-side, streams, zip","2020-02-16T18:48:18Z","2022-09-03T06:43:25Z","2022-08-29T16:18:09Z",false
"awesome-adaptive-cards","2022-05-22T13:47:23Z","miguelrochefort/awesome-adaptive-cards","miguelrochefort","https://avatars.githubusercontent.com/u/1556332?v=4","A curated list of awesome Adaptive Cards projects.","",29,0,0,"Creative Commons Zero v1.0 Universal","adaptive-cards, adaptivecards, awesome, awesome-list","2022-04-12T08:33:17Z","2022-06-02T22:57:59Z","2022-04-20T12:52:20Z",false
"formkit","2022-05-22T12:01:09Z","formkit/formkit","formkit","https://avatars.githubusercontent.com/u/76744415?v=4","Vue Forms ⚡️ Supercharged","https://formkit.com",1821,54,42,"MIT License","form-generation, forms, validation, vue","2021-06-02T21:35:19Z","2022-09-03T08:09:38Z","2022-09-01T14:35:52Z",false
"auto-animate","2022-05-22T02:52:19Z","formkit/auto-animate","formkit","https://avatars.githubusercontent.com/u/76744415?v=4","A zero-config, drop-in animation utility that adds smooth transitions to your web app. You can use it with React, Vue, or any other JavaScript application.","https://auto-animate.formkit.com",5134,79,31,"MIT License","animation, javascript, react, ui, vue","2022-05-11T18:50:01Z","2022-09-03T15:39:58Z","2022-09-03T09:35:27Z",false
"vuejs-debug-traverse-210506-pmb-js","2022-05-21T14:20:37Z","mk-pmb/vuejs-debug-traverse-210506-pmb-js","mk-pmb","https://avatars.githubusercontent.com/u/3442602?v=4","Temporary debug copy of vue.js",,1,0,0,"MIT License","","2021-05-06T00:36:32Z","2022-05-21T14:20:37Z","2022-05-07T17:02:19Z",false
"web-to-desktop-framework-comparison","2022-05-21T12:36:38Z","Elanis/web-to-desktop-framework-comparison","Elanis","https://avatars.githubusercontent.com/u/7013446?v=4","This repository was made to create an objective comparison of multiple framework that grant us to ""transform"" our web app to desktop application formats.","",489,16,10,"MIT License","benchmark, characteristics, desktop-framework-comparison, electron, electron-app, electronjs, flutter, neutralinojs, nodegui, nwjs, nwjs-application, tauri, tauri-app","2021-03-09T20:18:21Z","2022-09-02T10:55:09Z","2022-08-21T12:14:12Z",false
"vuetify-jsonschema-form","2022-05-21T12:21:43Z","koumoul-dev/vuetify-jsonschema-form","koumoul-dev","https://avatars.githubusercontent.com/u/16051219?v=4","Create beautiful and low-effort forms that output valid data. Published on npm as @koumoul/vjsf.","https://koumoul-dev.github.io/vuetify-jsonschema-form/latest/",470,138,128,"MIT License","json-schema, vjsf, vue, vuetify","2018-09-03T18:53:24Z","2022-09-03T08:38:56Z","2022-08-19T08:43:23Z",false
"comby","2022-05-20T05:00:58Z","comby-tools/comby","comby-tools","https://avatars.githubusercontent.com/u/49417094?v=4","A code rewrite tool for structural search and replace that supports ~every language.","https://comby.dev",1829,49,55,"Apache License 2.0","c, go, java, javascript, linting, parser-combinators, parsing, php, program-transformation, python, reason, refactoring, regex, rewriting, rust, search-and-replace, swift, syntax, syntax-transformation, typescript","2019-04-08T21:35:40Z","2022-09-02T04:47:45Z","2022-08-31T21:37:53Z",false
"tiny-sqlite3","2022-05-20T05:00:21Z","fabiospampinato/tiny-sqlite3","fabiospampinato","https://avatars.githubusercontent.com/u/1812093?v=4","A tiny cross-platform client for SQLite3, with precompiled binaries as the only third-party dependencies.","",18,0,1,"Other","cross-platform, native, sqlite3, tiny","2022-05-17T23:36:41Z","2022-07-27T02:24:27Z","2022-05-22T17:47:53Z",false
"hono","2022-05-20T04:14:45Z","honojs/hono","honojs","https://avatars.githubusercontent.com/u/98495527?v=4","Ultrafast web framework for Cloudflare Workers, Deno, and Bun. Fast, but not only fast.","https://honojs.dev",2120,62,21,"MIT License","bun, cloudflare, cloudflare-workers, deno, npm, router, typescript, web-framework","2021-12-14T20:05:30Z","2022-09-03T09:23:28Z","2022-09-03T09:45:41Z",false
"bpp","2022-05-20T04:14:16Z","PlasmoHQ/bpp","PlasmoHQ","https://avatars.githubusercontent.com/u/96090470?v=4","Browser Platform Publisher","",64,3,7,"MIT License","actions, browser-extension, browser-extensions, chrome-extension, chrome-extensions, continuous-deployment, continuous-integration, edge-addon, firefox-addon, json-schema, opera-addon, web-extensions","2022-02-08T03:20:43Z","2022-09-01T18:07:44Z","2022-06-16T22:13:41Z",false
"yalc","2022-05-20T02:39:41Z","wclr/yalc","wclr","https://avatars.githubusercontent.com/u/736697?v=4","Work with yarn/npm packages locally like a boss.","",3990,104,73,"MIT License","dependencies, developer-tools, npm, npm-link, yarn, yarn-link","2017-04-17T00:08:27Z","2022-09-03T13:56:36Z","2022-07-24T10:38:37Z",false
"forgit","2022-05-18T04:11:57Z","wfxr/forgit","wfxr","https://avatars.githubusercontent.com/u/6105425?v=4",":zzz: A utility tool powered by fzf for using git interactively.","",3465,113,11,"MIT License","bash, cli, fish, fzf, git, zsh, zsh-plugin","2017-11-15T15:27:38Z","2022-09-03T15:33:18Z","2022-08-16T16:56:33Z",false
"fast-formula-parser","2022-05-16T04:22:41Z","LesterLyu/fast-formula-parser","LesterLyu","https://avatars.githubusercontent.com/u/7830679?v=4","Parse and evaluate MS Excel formula in javascript.","https://www.npmjs.com/package/fast-formula-parser",363,50,8,"MIT License","evaluator, excel, excel-formula, excel-formulas, formula, formula-parser, interpreter, javascript, js, parser, spreadsheet","2019-03-22T13:24:34Z","2022-08-31T06:37:05Z","2022-08-03T14:04:38Z",false
"pinia","2022-05-14T23:08:56Z","vuejs/pinia","vuejs","https://avatars.githubusercontent.com/u/6128107?v=4","🍍 Intuitive, type safe, light and flexible Store for Vue using the composition api with DevTools support","https://pinia.vuejs.org",8576,534,31,"MIT License","composition-api, ssr, store, vue, vuex","2019-11-18T21:05:01Z","2022-09-03T07:50:53Z","2022-09-02T12:40:32Z",false
"NoteHub","2022-05-14T20:19:45Z","NoteHub-official/NoteHub","NoteHub-official","https://avatars.githubusercontent.com/u/93505422?v=4","NoteHub is an online note sharing platform where users can edit notes with a versatile rich-text editor in a real-time collaborative environment. NoteHub also provides notes sharing features between individuals or communities, and even more advanced features such as AI assistance, including content summarization, Q&A, voice to text transcription, and handwritten text recognition.","",15,4,0,"MIT License","collaboration, education, markdown, notebook, sharing-platform, social-network, tiptap, yjs","2021-09-13T02:30:38Z","2022-08-16T08:59:45Z","2021-12-28T08:03:52Z",false
"y-presence","2022-05-14T20:08:45Z","nimeshnayaju/y-presence","nimeshnayaju","https://avatars.githubusercontent.com/u/35807215?v=4","Add multiplayer presence (live cursors/avatars) to any web application using yjs","",120,3,0,"MIT License","avatars, cursors, multiplayer, presence, yjs","2022-01-12T03:49:01Z","2022-09-03T08:21:50Z","2022-07-27T00:57:11Z",false
"yfs","2022-05-14T20:04:58Z","motifland/yfs","motifland","https://avatars.githubusercontent.com/u/74457950?v=4","Synchronize text files between browser and disk using Yjs and the File System Access API","https://yfs.vercel.app",80,1,0,"MIT License","","2022-05-01T16:31:31Z","2022-09-02T09:08:34Z","2022-05-04T08:08:36Z",false
"mediasoup","2022-05-14T16:34:54Z","versatica/mediasoup","versatica","https://avatars.githubusercontent.com/u/1941045?v=4","Cutting Edge WebRTC Video Conferencing","https://mediasoup.org",4688,908,27,"ISC License","c-plus-plus, nodejs, server-side, sfu, shell, webrtc","2014-12-12T12:00:36Z","2022-09-03T15:38:31Z","2022-08-30T17:19:53Z",false
"fully-featured-scalable-chat-app","2022-05-14T15:15:56Z","ably-labs/fully-featured-scalable-chat-app","ably-labs","https://avatars.githubusercontent.com/u/73881329?v=4","An example of how to architect a fully featured, scalable chat app. With user and channel management and message history.","https://ffs-chat.ably.dev/",36,4,11,"Apache License 2.0","chat, reactjs, serverless, typescript","2021-09-23T13:21:13Z","2022-08-23T17:25:12Z","2022-08-30T20:49:52Z",false
"Virtual-Cinema-Application","2022-05-14T15:12:47Z","yukti99/Virtual-Cinema-Application","yukti99","https://avatars.githubusercontent.com/u/54205526?v=4","A scalable web application to chat, talk & watch movies/videos together in real-time using AWS cloud services & socket programming which provide for an interactive video watching experience","",2,0,0,,"","2022-01-27T23:31:16Z","2022-07-16T21:34:48Z","2022-01-28T01:42:41Z",false
"tunnelto","2022-05-14T14:46:22Z","agrinman/tunnelto","agrinman","https://avatars.githubusercontent.com/u/356333?v=4","Expose your local web server to the internet with a public URL.","https://tunnelto.dev",1589,80,31,"MIT License","async-io, expose, localhost, rust, tunnel","2020-03-22T05:39:49Z","2022-09-03T09:12:26Z","2021-07-25T13:08:29Z",false
"wstunnel","2022-05-14T12:29:19Z","erebe/wstunnel","erebe","https://avatars.githubusercontent.com/u/854278?v=4","Tunneling over websocket protocol - Static binary available ","",1220,138,11,"BSD 3-Clause ""New"" or ""Revised"" License","","2016-05-14T23:58:43Z","2022-09-02T23:05:26Z","2022-04-16T09:23:52Z",false
"websocketd","2022-05-14T12:28:23Z","joewalnes/websocketd","joewalnes","https://avatars.githubusercontent.com/u/48950?v=4","Turn any program that uses STDIN/STDOUT into a WebSocket server. Like inetd, but for WebSockets. ","http://websocketd.com/",16344,978,37,"BSD 2-Clause ""Simplified"" License","proxy, websocket-server, websockets","2013-02-14T14:52:55Z","2022-09-03T09:10:34Z","2022-02-16T15:00:22Z",false
"cf-socket-server","2022-05-14T12:12:15Z","workwithpact/cf-socket-server","workwithpact","https://avatars.githubusercontent.com/u/47534576?v=4","This nifty little project is a swiss army knife for realtime backend projects. It is scoped to rooms, and encompasses multiple useful features.","",6,1,0,"Apache License 2.0","cloudflare-worker, cloudflare-workers, websocket-server, websockets","2021-09-14T22:51:11Z","2022-05-14T12:12:15Z","2022-03-18T00:47:53Z",false
"XREngine","2022-05-14T00:31:50Z","XRFoundation/XREngine","XRFoundation","https://avatars.githubusercontent.com/u/61642798?v=4","Ethereal Engine - Bringing us together on the open social spatial web. 🤖 🚀 👓 🕹️ 🧑🏿‍🚀","https://etherealengine.org",481,177,186,"Other","agones, avatars, capacitor, capacitor-plugin, chat, metaverse, metaverse-cloud, mmo, multiplayer, nodejs, threejs, virtual-reality, volumetric-video, webrtc, webxr","2020-04-02T11:04:47Z","2022-09-02T08:49:17Z","2022-09-03T02:14:19Z",false
"one-version","2022-05-12T11:28:22Z","wayfair/one-version","wayfair","https://avatars.githubusercontent.com/u/1065892?v=4","Implementation of Google’s One Version Rule for JS monorepos","",14,1,1,"MIT License","dependencies, javascript, js, monorepo, node, pnpm, pnpm-workspaces, yarn, yarn-workspaces","2022-04-29T13:46:41Z","2022-07-19T15:40:16Z","2022-08-23T23:05:56Z",false
"yrb","2022-05-12T11:23:56Z","y-crdt/yrb","y-crdt","https://avatars.githubusercontent.com/u/74606771?v=4","Ruby bindings for yrs.","https://y-crdt.github.io/yrb",21,0,1,"MIT License","collaborative-editing, crdt, real-time, ruby","2022-05-06T15:56:36Z","2022-07-26T13:38:20Z","2022-09-02T14:26:13Z",false
"markdoc","2022-05-12T00:38:36Z","markdoc/markdoc","markdoc","https://avatars.githubusercontent.com/u/8340088?v=4","A powerful, flexible, Markdown-based authoring framework.","https://markdoc.dev",5005,77,8,"MIT License","authoring, documentation, markdoc, markdown, react, toolchain","2022-05-09T17:50:46Z","2022-09-03T08:02:03Z","2022-09-01T19:27:10Z",false
"platforms","2022-05-12T00:38:01Z","vercel/platforms","vercel","https://avatars.githubusercontent.com/u/14985020?v=4","A template for site builders and low-code tools.","https://demo.vercel.pub",1927,163,3,,"cloudinary, nextjs, planetscale, prisma, tailwindcss, vercel","2022-01-20T03:35:39Z","2022-09-02T12:18:04Z","2022-08-22T19:09:58Z",false
"cloudflare-worker-graphql-ws-template","2022-05-08T11:33:14Z","enisdenjo/cloudflare-worker-graphql-ws-template","enisdenjo","https://avatars.githubusercontent.com/u/11807600?v=4","A template for WebSockets powered Cloudflare Worker project using graphql-ws","https://graphql-ws.enisdenjo.workers.dev",25,2,0,"MIT License","cloudflare, cloudflare-workers, graphql, graphql-ws, websockets, workers","2021-06-21T11:07:59Z","2022-05-26T14:31:03Z","2022-02-21T22:26:08Z",false
"workers-typescript-do","2022-05-04T23:10:44Z","evanderkoogh/workers-typescript-do","evanderkoogh","https://avatars.githubusercontent.com/u/890386?v=4","Starter template for Cloudflare Workers, Durable Objects, Rollup, ESBuild & Miniflare",,9,2,1,"BSD 3-Clause ""New"" or ""Revised"" License","","2021-08-13T04:29:07Z","2022-05-04T23:10:44Z","2021-12-12T05:03:31Z",false
"apiker","2022-05-04T23:09:00Z","hodgef/apiker","hodgef","https://avatars.githubusercontent.com/u/25509135?v=4","🔼 Create Serverless APIs with Cloudflare Workers, Durable Objects & Wrangler","",66,4,1,"MIT License","api, cloudflare-workers, durable-objects, jwt, wrangler","2021-11-04T02:40:33Z","2022-09-01T16:15:18Z","2022-07-25T00:29:55Z",false
"dog","2022-05-04T10:46:26Z","cloudflare/dog","cloudflare","https://avatars.githubusercontent.com/u/314135?v=4","Durable Object Groups","",197,8,6,"MIT License","","2021-08-24T06:57:33Z","2022-08-30T07:10:25Z","2022-03-30T20:42:12Z",false
"esm.sh","2022-05-02T23:40:33Z","ije/esm.sh","ije","https://avatars.githubusercontent.com/u/2883484?v=4","A fast, global content delivery network for ES Modules.","https://esm.sh",1432,61,116,"MIT License","cdn, deno, esbuild, esm, global, js, npm","2020-09-06T11:00:24Z","2022-09-02T02:15:43Z","2022-08-29T07:06:43Z",false
"actual","2022-05-02T23:40:19Z","actualbudget/actual","actualbudget","https://avatars.githubusercontent.com/u/37879538?v=4","A local-first personal finance system",,5194,411,44,"MIT License","","2022-04-29T02:41:34Z","2022-09-03T15:40:47Z","2022-09-02T21:51:20Z",false
"awesome-sqlite","2022-05-02T23:40:15Z","sqlsite/awesome-sqlite","sqlsite","https://avatars.githubusercontent.com/u/104411215?v=4","A curated list of awesome things related to SQLite","https://twitter.com/SQLsite",457,15,0,,"awesome, awesome-list, cli, data, database, datasette, dqlite, go, gui, javascript, litestream, rqlite, sql, sqlite, sqlite-database, sqlite3","2022-04-28T18:16:31Z","2022-09-03T03:56:18Z","2022-09-02T16:53:10Z",false
"vanta","2022-05-02T23:39:03Z","tengbao/vanta","tengbao","https://avatars.githubusercontent.com/u/306044?v=4","Animated 3D backgrounds for your website","http://vantajs.com/",3971,973,48,"MIT License","3d, animation, animations, background, three-js, threejs","2017-07-18T06:29:17Z","2022-09-03T04:10:28Z","2022-08-25T05:35:15Z",false
"jsonhero-web","2022-05-02T22:20:45Z","apihero-run/jsonhero-web","apihero-run","https://avatars.githubusercontent.com/u/95297378?v=4","JSON Hero is an open-source, beautiful JSON explorer for the web that lets you browse, search and navigate your JSON files at speed. 🚀","https://jsonhero.io",4371,191,48,"Apache License 2.0","developer-tools, devtools, json, json-viewer, react, tools, typescript, viewer","2022-03-01T09:33:29Z","2022-09-02T11:28:54Z","2022-08-26T09:48:10Z",false
